17681 0.117630 0.000000 1 0.000000
16766 0.083101 13.333333 3 13.021350
15911 0.355136 0.000000 1 0.000000
5455 0.001058 62.000000 1 0.000000
14314 0.218049 0.000000 3 0.000000
5744 0.009720 44.000000 1 0.000000
17678 0.007554 18.000000 1 0.000000
14577 0.021493 51.000000 1 0.000000
14075 0.118762 0.000000 1 0.000000
13937 1.078793 0.000000 9 0.000000
17958 0.012330 62.000000 1 0.000000
13364 0.022391 12.000000 1 0.000000
13365 0.013705 27.000000 1 0.000000
13366 0.148026 0.000000 1 0.000000
13932 1.076531 0.000000 9 0.000000
14479 0.184717 0.000000 2 0.000000
12095 0.005052 44.000000 1 0.000000
15041 0.002035 36.000000 1 0.000000
5277 0.013595 64.000000 1 0.000000
15045 0.004741 61.000000 2 3.000000
12377 0.007501 35.000000 1 0.000000
14989 0.217470 0.000000 1 0.000000
13086 0.071849 21.000000 1 0.000000
4672 0.013781 47.000000 1 0.000000
15888 0.010063 82.000000 1 0.000000
12405 0.006009 19.000000 1 0.000000
16288 0.079288 22.666667 3 16.213849
16338 0.585125 0.000000 3 0.000000
17271 0.076394 38.500000 2 28.500000
15589 0.067586 50.000000 1 0.000000
17275 2.857920 0.000000 1 0.000000
12271 0.175813 0.000000 1 0.000000
16269 0.064875 12.000000 1 0.000000
13486 0.038505 37.000000 1 0.000000
16464 0.009804 49.000000 1 0.000000
11187 0.580744 0.000000 1 0.000000
14359 0.157646 17.500000 2 1.500000
15285 0.099034 0.000000 1 0.000000
19237 0.009525 36.000000 1 0.000000
5519 0.039616 43.000000 1 0.000000
17024 0.060044 0.000000 1 0.000000
13411 0.285899 0.000000 1 0.000000
17157 0.149935 0.000000 1 0.000000
17205 0.610920 0.000000 1 0.000000
16300 0.049212 44.000000 1 0.000000
15294 0.008698 13.000000 1 0.000000
13925 0.008916 28.000000 1 0.000000
16022 0.019867 47.000000 1 0.000000
16307 0.010452 56.000000 1 0.000000
17644 0.030898 52.000000 1 0.000000
14623 0.005504 33.000000 1 0.000000
15215 0.308081 0.000000 1 0.000000
12532 0.117984 0.000000 1 0.000000
15193 0.000350 51.000000 1 0.000000
13604 0.009941 34.000000 1 0.000000
19381 0.069037 63.000000 1 0.000000
12531 0.618559 0.000000 1 0.000000
16729 0.004392 57.000000 1 0.000000
15219 0.009928 60.000000 1 0.000000
15590 3.242028 0.000000 1 0.000000
5696 0.322226 0.000000 1 0.000000
19147 0.482146 0.000000 1 0.000000
5699 0.650148 0.000000 1 0.000000
13250 0.208903 0.000000 1 0.000000
19141 0.013549 47.000000 1 0.000000
16200 0.430877 0.000000 1 0.000000
14111 0.004441 44.000000 1 0.000000
18052 1.407479 0.000000 1 0.000000
17022 0.699682 0.000000 1 0.000000
14115 0.024079 8.000000 1 0.000000
17707 1.508756 0.000000 1 0.000000
16251 0.003273 15.000000 1 0.000000
16250 0.058816 0.000000 1 0.000000
16709 1.197411 0.000000 1 0.000000
14320 0.010532 20.000000 1 0.000000
14322 0.313571 0.000000 1 0.000000
16313 0.074876 4.500000 2 4.500000
13911 0.591911 0.000000 1 0.000000
16258 0.453954 0.000000 1 0.000000
14611 0.079296 0.000000 1 0.000000
13915 0.194651 0.000000 2 0.000000
12256 0.003035 32.000000 1 0.000000
