3382 0.002453 51.860000 1 0.000000
16078 0.003712 43.394000 5 13.885422
11547 0.024410 45.000000 1 0.000000
11548 0.021349 52.000000 1 0.000000
16427 0.027023 27.226383 94 13.840672
19397 0.090427 47.841579 19 17.820502
19396 0.009004 50.623333 3 4.619165
19395 0.076910 42.517297 37 17.552909
19394 0.015967 56.247857 42 12.901708
19393 0.004086 41.985556 9 18.820479
5984 0.019659 17.000000 1 0.000000
16642 0.140443 3.700000 1 0.000000
11541 0.199702 26.950000 2 24.910000
16252 0.005654 25.821429 7 17.214622
16251 0.001481 33.146667 30 10.638285
16250 0.002250 26.143220 59 14.685603
16257 0.027068 14.017200 25 12.655931
16256 0.037648 8.304516 31 10.240145
16255 0.014341 20.174706 17 13.513453
16254 0.016458 24.209677 31 13.097682
16704 0.274380 0.000000 1 0.000000
16259 0.016729 21.421279 172 11.654833
16258 0.015189 29.886413 92 12.264116
12019 0.000990 36.000000 1 0.000000
12018 0.005218 39.996410 39 17.632602
12015 0.005079 25.298500 20 7.373978
12014 0.021126 21.598421 19 11.843834
12016 0.002901 25.374444 9 8.632035
12011 0.015100 35.384390 41 16.458111
12010 0.000691 21.890000 5 11.401835
12013 0.013976 27.780000 3 6.930084
12012 0.000488 35.990000 3 6.548593
17258 0.005837 57.330000 11 9.432052
17259 0.010097 32.119545 22 21.000448
17250 0.006592 21.000000 1 0.000000
17251 0.007817 29.820000 1 0.000000
17252 0.011501 14.000000 1 0.000000
17253 0.004881 27.000000 1 0.000000
17255 0.055028 9.160000 3 10.495612
17256 0.005055 34.000000 1 0.000000
5989 0.006408 24.080000 1 0.000000
5982 0.016595 18.520000 1 0.000000
14729 0.011533 7.780000 1 0.000000
14624 0.006216 45.462454 163 15.755869
14625 0.007238 39.247593 54 22.528296
14626 0.000355 46.000000 1 0.000000
14627 0.004330 17.715918 49 16.081718
14620 0.007118 42.410000 37 15.927921
14621 0.002856 18.701429 63 16.974546
14622 0.002486 37.514286 21 12.368384
14623 0.004069 44.637045 132 11.725439
14628 0.009468 21.844286 28 9.816716
14629 0.003485 22.000000 1 0.000000
13058 0.024677 69.033750 8 17.966766
13059 0.002720 68.647143 7 17.195927
13053 0.013210 27.167500 4 19.190627
13050 0.003100 56.930000 3 16.410145
13051 0.009144 49.197500 4 7.942079
13056 0.031637 25.490000 5 9.974660
13055 0.010900 43.682727 11 11.560816
17828 0.008982 34.000000 1 0.000000
17824 0.029043 20.000000 1 0.000000
17821 0.261632 0.000000 2 0.000000
20256 0.007964 104.000000 1 0.000000
20257 0.035652 106.116667 3 0.996739
20255 0.054095 82.684000 5 21.485051
16237 0.003750 26.806552 58 10.451557
7180 0.036508 20.110000 2 2.110000
12837 0.008281 40.617619 42 16.192083
15288 0.006965 36.457822 101 10.647958
8018 0.007689 50.000000 1 0.000000
8017 0.005650 101.020000 2 3.980000
15284 0.004501 19.166271 59 17.883599
15287 0.000357 10.602500 4 6.234935
15286 0.011047 31.654231 26 17.246456
8013 0.003954 100.985000 2 3.015000
15280 0.005170 22.556000 5 8.358559
15283 0.011354 64.719259 54 26.583290
15282 0.019461 19.227778 9 8.139357
7456 0.017618 43.000000 1 0.000000
7450 0.001283 38.000000 1 0.000000
2742 0.007693 49.080000 1 0.000000
4594 0.008708 30.593333 3 23.564269
4595 0.009584 28.502500 4 26.979215
10880 0.287094 29.500000 2 25.500000
10881 0.008030 66.500000 2 1.500000
10882 0.008552 63.000000 1 0.000000
4737 0.005621 27.000000 1 0.000000
15555 0.006547 38.000000 5 2.686470
15551 0.012543 14.815000 2 14.815000
15002 0.003489 50.812500 32 12.557296
4739 0.005093 23.063333 3 2.072363
15553 0.013909 20.986000 5 16.253231
13618 0.008070 37.534444 18 17.065608
13619 0.004889 50.696500 20 12.727317
13614 0.003217 39.014872 78 18.785160
4727 0.013277 44.450000 1 0.000000
13610 0.002564 8.095000 6 14.815162
4723 0.013310 33.345000 4 13.613356
16065 0.003900 25.381250 24 11.709608
16067 0.007551 22.092000 10 16.650343
16060 0.000952 18.973750 8 12.320868
16061 0.001650 26.563636 11 14.803131
16062 0.020462 12.202500 8 10.919594
11283 0.008283 88.000000 4 10.049876
11282 0.001846 88.000000 1 0.000000
16068 0.006986 20.000000 1 0.000000
5849 0.045694 7.410000 1 0.000000
11286 0.040992 29.991667 12 19.104363
14727 0.008263 23.970500 20 15.549337
17622 0.014652 92.600000 1 0.000000
17629 0.138159 6.110000 1 0.000000
4620 0.023032 35.391429 21 13.906317
13532 0.009745 21.945000 2 0.275000
4624 0.008408 39.948261 23 19.519581
4625 0.001421 15.000000 1 0.000000
4626 0.015409 52.764082 49 19.480944
4627 0.012784 62.043889 54 15.943606
13539 0.071721 6.000000 1 0.000000
4629 0.007888 61.848000 30 13.275987
